PEGA201511182021CJ 960494528018727E  0401CJ6JM5BSM1  SM1 F27+        0          
PEGA201511182021CJ 960577478034894C  W901CJ6JM5KSM5  SM5 S16+        0          
PEGA201511182021CJ 960587078018488V  0101CJ6JM5GSM1 ANAN2D70+        0          
PEGA201511182021CJ 960605988034894C  1501CJ6JM5BSM4  SM4 Z23+        0          
PEGA201511182021CJ 960654508050558D  0701CJ6JM5BSM1  SM1 F24+        0          
PEGA201511182021CJ 960662888051378V  0209CJ6JM5D9JBT MBA    +        0          
PEGA201511182021CJ 960662898051378V  0201CJ6JM5DDJBT MBA    +        0          
PEGA201511182021CJ 960707148050089U  0109CJ6JM5D9JBT MBA    +        0          
PEGA201511182021CJ 960740038018488V  0101CJ6JM5ODJM4CERA1D70+        0          
PEGA201511182021CJ 960747458027847T  W009CJ6JM5D9JBT MBA    +        0          
PEGA201511182021CJ 960774428018488V  0101CJ6JM5KSM1  SM1 F05+        0          
PEGA201511182021CJ 960774438018488V  0101CJ6JM5DDJBT MBA    +        0          
PEGA201511182021CJ 960794308082109Y  0101CJ6JM5GSM1 ANAN2D31+        0          
PEGA201511182021CJ 960834748059337W  0101CJ6JM5ODJM4CERC1D30+        0          
PEGA201511182021CJ 960881708050089U  0109CJ6JM5D9JBT MBA    +        0          
PEGA201511182021CJ 960909698034894C  W901CJ6JM5GSM1 PAST4G01+        0          
PEGA201511182021CJ 960951758050558D  0701CJ6JM5BSM5  SM5 S30+        0          
PEGA201511182021CJ 960978488018488V  0101CJ6JM5BSM1  SM1 F07+        0          
PEGA201511182021CJ 960995658050558D  0701CJ6JM5GSM1 CARA2G15+        0          
PEGA201511182021CJ 961040298087878U  W101CJ6JM5GSM1 PASTMG01+        0          
PEGA201511182021CJ 961041238018488V  0101CJ6JM5KSM1  SM1 F07+        0          
PEGA201511182021CJ 961041238018488V  0109CJ6JM5K9M1  SM1 F07+        0          
PEGA201511182021CJ 961050678034894C  0101CJ2JFVDDJFVMD 63A26+        0          
PEGA201511182021CJ 961056718052520L  02  CJ6JM5             +        0          
PEGA201511182021CJ 961075948087635E  W809CJ6JM5D9JBT MBA    +        0          
PEGA201511182021CJ 961075958087635E  W809CJ6JM5D9JBT MBA    +        0          
PEGA201511182021CJ 961114638079173G  0201CJ6JM5KSM5  SM5 S32+        0          
PEGA201511182021CJ 961142598050089U  0109CJ6JM5D9JBT MBA    +        0          
PEGA201511182021CJ 961142608050089U  0109CJ6JM5D9JBT MBA    +        0          
PEGA201511182021CJ 961174078063629L  1301CJ6JM5GSM1 PASTMD26+        0          
PEGA201511182021CJ 961175848652520L  0209CJ6JM569ANXSHERPA  +        0          
PEGA201511182021CJ 961175858652520L  0209CJ6JM569ANXSHERPA  +        0          
PEGA201511182021CJ 961192658050089U  0109CJ6JM5D9JBT MBA    +        0          
PEGA201511182021CJ 961199338652520L  0209CJ6JM569ANXSHERPA  +        0          
PEGA201511182021CJ 961214498034894C  0101CJ6JM5BSM1  SM1 F27+        0          
PEGA201511182021CJ 961291788079173G  0201CJ6JM5KSM1  SM1 F17+        0          
PEGA201511182021CJ 961312048015703T  0401CJ6JM5ODJM4CERC1D29+        0          
PEGA201511182021CJ 961313208018488V  0101CJ6JM5ODJM4CERA1D87+        0          
PEGA201511182021CJ 961330538025813G  0109CJ6JM5D9JBT MBA    +        0          
PEGA201511182021CJ 961370028015703T  0401CJ6JM5BSM5  SM5 U52+        0          
PEGA201511182021CJ 961392128025016R  0301CJ6JM5KSM1  SM1 F11+        0          
PEGA201511182021CJ 961392138025016R  0301CJ6JM5GSM1 CARA2D05+        0          
PEGA201511182021CJ 961392178025016R  0301CJ6JM5BSM1  SM1 F09+        0          
PEGA201511182021CJ 961392198025016R  0301CJ6JM5BSM1  SM1 F09+        0          
PEGA201511182021CJ 961410608051562V  0401CJ6JM5BSM5  SM5 S22+        0          
PEGA201511182021CJ 961418158018488V  0101CJ6JM5KSM5  SM5 S08+        0          
PEGA201511182021CJ 961418158018488V  0109CJ6JM5K9M5  SM5 S08+        0          
PEGA201511182021CJ 961418428017213J  0101CJ6JM5BSM1  SM1 F27+        0          
PEGA201511182021CJ 961432328050558D  0701CJ6JM5KSM1  SM1 F26+        0          
